kode_mk,nama_mk,minggu,materi,pustaka_tersedia,bab
TSI3645,UI Design and UX Design Practical,7/16,"Menggunakan auto layout, variants, interactive components, micro-interactions","P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,8/16,Materi Minggu 1–7,"P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,9/16,"Tipografi (serif, sans-serif, hierarchy); color theory; iconography; spacing","P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,10/16,"Atomic design; design system (Material, Human Interface); komponen: button, card, input","P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,11/16,"Responsive design (breakpoints, grid); WCAG (contrast, keyboard navigation, screen reader)","P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,12/16,"Metode usability testing (moderated, unmoderated); test plan; task list","P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,13/16,10 heuristics (Nielsen); severity rating; rekomendasi perbaikan,"P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,14/16,Prioritaskan temuan; design iteration; A/B testing,"P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,15/16,"Struktur portofolio: problem, solution, process, outcome; tips presentasi","P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3645,UI Design and UX Design Practical,16/16,Seluruh materi + proyek (desain aplikasi sistem informasi),"P1 = Norman, D. (2013). The design of everyday things (Revised ed | P2 = Krug, S. (2014). Don't make me think, revisited: A common se | P3 = Nielsen, J. (2020). Usability engineering. Morgan Kaufmann. | P4 = Figma. (2025). Figma Help Center. https://help.figma.com/ | P5 = WCAG 2.1. (2018). Web Content Accessibility Guidelines. W3C. | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,1/16,"Teknik brainstorming, problem validation, customer discovery","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,2/16,"Customer interview, problem-solution fit","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,3/16,"BMC, value proposition canvas","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,4/16,"MVP design, feature prioritization, prototyping","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,5/16,"Teknologi stack untuk MVP, no-code tools","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,6/16,"Agile development, sprint planning","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,7/16,"Bug fixing, deployment ke hosting","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,8/16,"User testing methods, feedback loop","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,9/16,"GTM framework, channel strategy","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,10/16,"Content marketing, social media ads, SEO","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,11/16,"Scrum, kanban, role assignment","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,12/16,"SWOT competitor, positioning map","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,13/16,"Revenue model, cost structure, break-even point","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,14/16,"Pitch deck structure, storytelling, demo best practices","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,15/16,"Presentasi final, Q&A","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3646,Project Technopreneurship,16/16,"Struktur laporan, refleksi, lampiran","P1 = Ries, E. (2011). The lean startup. Crown Business. | P2 = Osterwalder, A., & Pigneur, Y. (2010). Business model genera | P3 = Blank, S., & Dorf, B. (2012). The startup owner's manual. K& | P4 = Maurya, A. (2012). Running lean. O'Reilly. | P5 = Graham, P. (2019). Startup: How to build a successful busine | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,1/16,"Ontologi, epistemologi, aksiologi; metode ilmiah; perbedaan penelitian dan laporan","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,2/16,"Jenis penelitian: berdasarkan tujuan, pendekatan, metode, dan bidang (sistem informasi)","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,3/16,"Positivisme (kuantitatif), interpretivisme (kualitatif), pragmatisme (mixed), design science research (DSR) di SI","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,4/16,Kriteria masalah yang baik; variabel; hipotesis nol dan alternatif; pertanyaan penelitian,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,5/16,"SLR: protocol, search string, inclusion/exclusion, PRISMA; tools: Google Scholar, Scopus","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,6/16,"Instalasi, import referensi, sitasi di Word, sinkronisasi, gaya sitasi (APA, IEEE)","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,7/16,"Teori, model, kerangka konseptual; penelitian replikasi vs original","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,8/16,Materi Minggu 1–7,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,9/16,"Desain penelitian; populasi, sampel, teknik sampling (random, purposive, convenience)","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,10/16,"Kuesioner (skala Likert, Guttman), wawancara (terstruktur/semi), observasi, reliabilitas dan validitas","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,11/16,"Statistik deskriptif, inferensial; uji normalitas; analisis kualitatif menggunakan NVivo atau manual","P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,12/16,Kode etik penelitian; plagiarisme (turnitin); sitasi yang benar; informed consent,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,13/16,Struktur proposal; gaya penulisan; daftar pustaka; lampiran,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,14/16,Revisi proposal; pengecekan plagiarisme; persiapan presentasi,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,15/16,Teknik presentasi ilmiah; menjawab pertanyaan; menyiapkan slide,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3647,Metodologi Penelitian,16/16,Seluruh materi metodologi penelitian + proposal,"P1 = Creswell, J. W. (2014). Research design: Qualitative, quanti | P2 = Sekaran, U., & Bougie, R. (2016). Research methods for busin | P3 = Neuman, W. L. (2014). Social research methods: Qualitative a | P4 = Hevner, A. R., & Chatterjee, S. (2010). Design research in i | P5 = Pedoman Penulisan Skripsi/Tugas Akhir ITEKES Bintang Persada | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI6644,Kerja Praktek / Magang,1/16,"Prosedur magang, target kompetensi, pembimbing lapangan, logbook",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,2/16,"Etika kerja, komunikasi profesional, konflik kepentingan, kerahasiaan data",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,3/16,"Pengenalan organisasi, struktur tim, tools yang digunakan, job desk",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,4/16,Implementasi kompetensi SI di proyek nyata,P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,5/16,Penggunaan tools dan metodologi di industri,P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,6/16,"Dokumentasi proses bisnis, arsitektur SI, pain points",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,7/16,"Manajemen proyek, agile, komunikasi tim",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,8/16,"Evaluasi capaian tengah magang, perbaikan jika diperlukan",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,9/16,Eksposur ke berbagai tugas,P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,10/16,"Identifikasi gap, usulan solusi",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,11/16,"Pengujian, deployment, user manual",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,12/16,"Closure proyek, handover",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,13/16,"Struktur laporan: pendahuluan, deskripsi instansi, aktivitas, analisis, kesimpulan",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
TSI6644,Kerja Praktek / Magang,14/16,"Revisi, pengecekan plagiarisme, tanda tangan",P1 = Pedoman Magang Program Studi S1 Sistem Informasi ITEKES Bint | P2 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers | P3 = Undang-Undang Ketenagakerjaan dan peraturan perusahaan yang  | P4 = Panduan Penulisan Laporan Kerja Praktek (disediakan oleh pro | P5 = Materi pembekalan magang (internal). | P6 = Standar operasional perusahaan tempat magang.,
